   age      spacing  sibs    time   status
  22.0      1001      3      1595      0
  25.0       777      3       134      0
  24.8       719      2       895      0
  24.4      1194      3       603      0
  24.8       621      1       793      0
  23.8      1447      2       458      0
  20.9       670      2      1808      0
  24.2       613      1      1542      0
  28.0       494      2       241      0
  20.8      1308      4      1283      0
  21.5      1639      4      1283      0
  25.1       979      4       449      0
  24.5      1149      2       762      0
  23.5      1408      4       746      0
  20.5       755      3      1914      1
  21.1       846      2      2106      0
  19.7      1503      1       789      0
  25.1       665      4       477      0
  22.6       799      4      1395      0
  26.2       677      3       736      0
  21.5       417      1      2389      0
  21.1       674      1      2581      0
  25.9       899      3        47      0
  26.1       649      4       265      0
  26.6       633      4       464      0
  18.3      1618      1       965      1
  21.7      1902      4       290      0
  23.8       998      2       112      0
  23.3       511      1      2136      0
  22.2       724      1      1298      1
  24.5       969      3      1182      0
  25.8       952      3       368      0
  21.2       583      1      1688      1
  25.8       676      2      1062      0
  23.5      1438      4       739      0
  25.9      1446      3       159      0
  25.5      1092      3       287      0
  21.3      1714      2      1038      0
  22.1      2415      1       295      0
  26.3       841      4       463      0
  24.7       513      2       904      1
  24.7       806      3      1322      0
  26.5       635      1       504      0
  21.6      1566      2       544      1
  26.4      1046      2       118      0
  19.8       763      4      2675      1
  21.3       567      1       627      1
  24.5      1007      1       596      0
  22.0      1373      1      1559      0
  20.5       693      3      2763      0
  23.5       648      3      1824      0
  27.2      1065      3       121      0
  25.7      1095      3       148      0
  21.4      1633      3       938      0
  26.6      1231      3       239      0
  23.2       582      2      1439      0
  23.2       652      1      1044      1
  27.3       999      4        11      0
  27.6       757      1       173      0
  24.4       546      2      1071      0
  23.6       495      3       692      0
  21.0       875      4      2259      0
